r_id,pais,ed,jc10,aoj11,q1,aoj12,b18,infrax,e16,aoj22,q3c,q5b,q10new_14,etid,vic1ext,vicbar7
15702,Uruguay,4,1,Somewhat Unsafe,Male,A lot,4,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Very Important,13,White,0,1
15703,Uruguay,5,1,Somewhat Unsafe,Female,None,3,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Somewhat Important,6,Indigenous,0,0
15704,Uruguay,15,1,Very Unsafe,Female,None,1,More than 30 minutes and up to an hour,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,15,White,1,0
15705,Uruguay,4,1,Somewhat Unsafe,Female,Some,6,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Very Important,2,Mestizo,1,0
15706,Uruguay,1,1,Somewhat Unsafe,Female,A lot,7,Between 10 and 30 minutes,10,Increase punishment of criminal,Don't Know,Not Important at All,6,Mestizo,0,0
15707,Uruguay,14,0,Very Safe,Female,Some,5,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),No Response,11,White,0,0
15708,Uruguay,8,0,Very Unsafe,Female,Little,1,Less than 10 minutes,7,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Not Very Important,10,Black,1,0
15709,Uruguay,8,0,Somewhat Safe,Male,Some,4,More than 3 hours,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,12,Black,0,0
15710,Uruguay,6,1,Somewhat Safe,Female,Little,5,Between 10 and 30 minutes,2,Increase punishment of criminal,Catholic,Somewhat Important,11,White,0,0
15711,Uruguay,6,0,Somewhat Unsafe,Male,A lot,5,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,9,White,1,0
15712,Uruguay,7,0,Somewhat Unsafe,Female,Some,4,Between 10 and 30 minutes,2,Implement preventative measures,Catholic,Not Important at All,NA,White,1,0
15713,Uruguay,8,0,Somewhat Safe,Female,Some,5,Between 10 and 30 minutes,4,Implement preventative measures,Catholic,Somewhat Important,10,White,0,0
15714,Uruguay,6,0,Somewhat Safe,Female,Little,6,Between 10 and 30 minutes,5,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Somewhat Important,3,White,0,1
15715,Uruguay,9,1,Very Unsafe,Female,None,3,More than 30 minutes and up to an hour,8,Both,Catholic,Somewhat Important,11,Mestizo,1,0
15716,Uruguay,6,0,Somewhat Unsafe,Female,A lot,1,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,14,White,0,1
15717,Uruguay,6,1,Somewhat Unsafe,Male,Little,5,Between 10 and 30 minutes,5,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),No Response,6,White,0,0
15718,Uruguay,14,0,Somewhat Unsafe,Female,None,3,Between 10 and 30 minutes,4,Both,Catholic,Not Very Important,13,White,0,0
15719,Uruguay,3,0,Somewhat Safe,Male,None,1,More than 3 hours,3,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,5,White,0,0
15720,Uruguay,6,0,Somewhat Safe,Male,Little,7,Less than 10 minutes,3,Increase punishment of criminal,Catholic,Somewhat Important,1,White,0,0
15721,Uruguay,14,0,Somewhat Unsafe,Female,Little,3,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,8,White,1,0
15722,Uruguay,12,0,Somewhat Safe,Male,A lot,4,Between 10 and 30 minutes,10,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,3,White,1,0
15723,Uruguay,10,0,Somewhat Safe,Female,None,5,Between 10 and 30 minutes,1,Implement preventative measures,"Protestant, Mainline Protestant or Protestant non-Evangelical",Somewhat Important,11,White,0,1
15724,Uruguay,8,0,Somewhat Safe,Female,Some,2,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,NA,White,1,0
15725,Uruguay,15,0,Somewhat Safe,Male,Some,7,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Somewhat Important,9,White,0,0
15726,Uruguay,7,0,Somewhat Safe,Male,None,6,Between 10 and 30 minutes,5,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Important at All,10,White,0,0
15727,Uruguay,10,0,Very Safe,Male,Some,6,Less than 10 minutes,1,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Important at All,15,White,0,0
15728,Uruguay,6,NA,Somewhat Safe,Female,Little,4,Between 10 and 30 minutes,3,Both,Catholic,Somewhat Important,6,Mestizo,0,0
15729,Uruguay,6,0,Somewhat Safe,Female,Little,6,Between 10 and 30 minutes,3,Increase punishment of criminal,Catholic,Somewhat Important,10,White,0,0
15730,Uruguay,14,0,Somewhat Safe,Male,A lot,4,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,8,White,0,0
15731,Uruguay,6,0,Somewhat Safe,Male,Little,6,More than 30 minutes and up to an hour,5,Implement preventative measures,Catholic,Somewhat Important,15,White,0,0
15732,Uruguay,6,1,Somewhat Unsafe,Female,None,2,More than 1 hour and up to 3 hours,1,Implement preventative measures,Church of Latter Day Saints (Mormon),Very Important,9,White,0,1
15733,Uruguay,6,0,Very Unsafe,Male,None,2,More than 1 hour and up to 3 hours,2,Increase punishment of criminal,Don't Know,Not Important at All,5,White,0,1
15734,Uruguay,0,0,Somewhat Unsafe,Female,Little,4,Between 10 and 30 minutes,3,Implement preventative measures,Catholic,Somewhat Important,15,White,0,0
15735,Uruguay,18,0,Very Safe,Female,Little,4,Between 10 and 30 minutes,3,Implement preventative measures,No Response,Not Important at All,16,Mestizo,1,0
15736,Uruguay,0,0,Somewhat Safe,Male,Some,7,No Response,1,No Response,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,NA,White,0,0
15737,Uruguay,13,0,Somewhat Safe,Male,None,2,More than 30 minutes and up to an hour,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,16,White,1,0
15738,Uruguay,8,1,Somewhat Safe,Male,Little,6,Between 10 and 30 minutes,8,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,15,Mestizo,0,0
15739,Uruguay,6,0,Somewhat Unsafe,Female,A lot,6,More than 1 hour and up to 3 hours,1,Increase punishment of criminal,Catholic,Somewhat Important,10,Mulatto,0,0
15740,Uruguay,12,0,Very Safe,Female,Some,4,Less than 10 minutes,2,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,7,White,0,0
15741,Uruguay,8,0,Very Unsafe,Male,None,1,More than 1 hour and up to 3 hours,8,Increase punishment of criminal,Catholic,Somewhat Important,12,White,1,0
15742,Uruguay,12,0,Somewhat Safe,Male,Little,5,Between 10 and 30 minutes,2,Implement preventative measures,Evangelical and Protestant,Very Important,8,Mestizo,0,1
15743,Uruguay,9,0,Somewhat Unsafe,Female,Little,3,Between 10 and 30 minutes,1,Increase punishment of criminal,Evangelical and Protestant,Very Important,7,White,0,0
15744,Uruguay,6,0,Somewhat Unsafe,Male,None,2,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Very Important,2,White,0,0
15745,Uruguay,12,0,Somewhat Safe,Male,Some,5,Less than 10 minutes,5,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,15,White,1,NA
15746,Uruguay,7,1,Somewhat Unsafe,Female,Little,6,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Very Important,2,White,0,0
15747,Uruguay,6,0,Very Safe,Female,Some,7,Less than 10 minutes,6,Implement preventative measures,Traditional or Native Religion,Very Important,16,White,0,0
15748,Uruguay,11,0,Very Unsafe,Male,None,5,More than 30 minutes and up to an hour,1,Implement preventative measures,Don't Know,Not Important at All,14,White,0,0
15749,Uruguay,17,0,Somewhat Safe,Male,Little,4,More than 30 minutes and up to an hour,1,Both,Don't Know,Somewhat Important,16,Mestizo,0,0
15750,Uruguay,15,0,Somewhat Unsafe,Female,Little,3,Less than 10 minutes,4,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Not Important at All,16,White,0,0
15751,Uruguay,8,0,Somewhat Safe,Male,Some,6,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Catholic,Very Important,5,Mestizo,0,0
15752,Uruguay,14,0,Somewhat Unsafe,Female,Little,4,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,16,White,0,0
15753,Uruguay,9,0,Somewhat Safe,Male,Little,5,Between 10 and 30 minutes,1,Implement preventative measures,Catholic,Not Very Important,15,White,0,0
15754,Uruguay,10,0,Somewhat Safe,Male,A lot,7,Less than 10 minutes,5,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,12,Mestizo,0,0
15755,Uruguay,12,0,Somewhat Unsafe,Male,Little,5,Between 10 and 30 minutes,2,Increase punishment of criminal,Evangelical and Protestant,Very Important,7,White,1,1
15756,Uruguay,14,0,Somewhat Safe,Male,Some,2,Between 10 and 30 minutes,1,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,11,Mestizo,0,0
15757,Uruguay,15,0,Somewhat Safe,Male,Little,7,Between 10 and 30 minutes,10,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,8,White,1,0
15758,Uruguay,9,0,Somewhat Safe,Female,Little,5,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,5,Mestizo,1,0
15759,Uruguay,9,0,Very Unsafe,Male,None,2,More than 1 hour and up to 3 hours,3,Both,Catholic,Very Important,5,White,1,1
15760,Uruguay,18,0,Somewhat Safe,Male,None,5,Between 10 and 30 minutes,7,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Important at All,10,White,0,NA
15761,Uruguay,5,0,Somewhat Safe,Male,A lot,5,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Not Important at All,9,White,0,0
15762,Uruguay,2,0,Somewhat Safe,Female,Little,6,Between 10 and 30 minutes,4,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,3,White,0,0
15763,Uruguay,6,1,Somewhat Unsafe,Male,None,5,More than 1 hour and up to 3 hours,1,Implement preventative measures,Catholic,Somewhat Important,13,Mestizo,0,0
15764,Uruguay,5,1,Very Safe,Male,No Response,4,Less than 10 minutes,10,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,15,Indigenous,0,0
15765,Uruguay,8,0,Very Unsafe,Female,None,1,Between 10 and 30 minutes,1,Increase punishment of criminal,Catholic,Very Important,NA,White,1,0
15766,Uruguay,6,0,Somewhat Unsafe,Male,Some,3,Less than 10 minutes,1,Implement preventative measures,Don't Know,Not Important at All,16,White,0,0
15767,Uruguay,8,1,Very Unsafe,Female,A lot,7,Between 10 and 30 minutes,10,Both,Catholic,Somewhat Important,2,White,1,1
15768,Uruguay,6,1,Somewhat Unsafe,Female,None,3,Between 10 and 30 minutes,6,Increase punishment of criminal,Catholic,Very Important,8,White,0,0
15769,Uruguay,16,1,Somewhat Safe,Male,Some,4,More than 30 minutes and up to an hour,10,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Not Important at All,10,White,0,0
15770,Uruguay,10,0,Somewhat Safe,Male,Little,4,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Very Important,2,White,0,1
15771,Uruguay,1,0,Somewhat Unsafe,Male,No Response,3,More than 30 minutes and up to an hour,6,Both,Agnostic or Atheist (Does not believe in God),Not Important at All,1,No Response,0,0
15772,Uruguay,12,0,Somewhat Safe,Male,Little,5,Between 10 and 30 minutes,3,Increase punishment of criminal,Catholic,Not Very Important,6,White,0,0
15773,Uruguay,6,0,Somewhat Unsafe,Female,Some,5,Between 10 and 30 minutes,1,Implement preventative measures,Evangelical and Protestant,Very Important,2,White,1,0
15774,Uruguay,13,0,Somewhat Safe,Male,Some,5,Between 10 and 30 minutes,1,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,10,Mestizo,0,NA
15775,Uruguay,12,1,Somewhat Unsafe,Female,None,2,More than 3 hours,1,Increase punishment of criminal,Don't Know,Not Important at All,NA,White,0,0
15776,Uruguay,6,1,Somewhat Unsafe,Male,None,4,More than 30 minutes and up to an hour,2,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,13,White,0,0
15777,Uruguay,7,0,Very Unsafe,Male,None,4,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Catholic,Somewhat Important,10,White,1,0
15778,Uruguay,12,0,Somewhat Unsafe,Male,None,5,Less than 10 minutes,8,Don't Know,Catholic,Not Very Important,12,White,0,1
15779,Uruguay,11,0,Somewhat Unsafe,Male,Some,6,Between 10 and 30 minutes,1,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Somewhat Important,16,White,0,0
15780,Uruguay,6,NA,Somewhat Safe,Female,Some,3,Between 10 and 30 minutes,9,Increase punishment of criminal,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,12,White,0,0
15781,Uruguay,16,1,Somewhat Safe,Female,None,5,Between 10 and 30 minutes,1,Both,Catholic,Very Important,11,White,1,0
15782,Uruguay,9,0,Very Safe,Female,A lot,NA,No Response,1,Both,None (Believes in a Supreme Entity but does not belong to any religion),Somewhat Important,2,White,0,NA
15783,Uruguay,14,0,Somewhat Unsafe,Female,None,5,More than 30 minutes and up to an hour,5,Increase punishment of criminal,Agnostic or Atheist (Does not believe in God),Not Very Important,15,White,1,0
15784,Uruguay,15,0,Somewhat Safe,Male,Little,4,More than 30 minutes and up to an hour,3,Increase punishment of criminal,Catholic,Very Important,16,White,0,0
15785,Uruguay,11,0,Somewhat Safe,Female,Some,7,Between 10 and 30 minutes,5,Increase punishment of criminal,Jehovah's Witness,Very Important,6,Mestizo,0,0
15786,Uruguay,11,1,Very Safe,Female,None,4,Less than 10 minutes,1,Implement preventative measures,Agnostic or Atheist (Does not believe in God),Not Very Important,11,White,0,0
15787,Uruguay,15,0,Very Unsafe,Female,Little,1,More than 30 minutes and up to an hour,1,Increase punishment of criminal,Don't Know,Not Important at All,1,Black,0,NA
15788,Uruguay,10,0,Somewhat Unsafe,Female,Little,3,More than 30 minutes and up to an hour,2,Implement preventative measures,Catholic,Very Important,12,White,0,0
15789,Uruguay,6,0,Somewhat Unsafe,Male,None,4,Less than 10 minutes,1,Increase punishment of criminal,Catholic,Not Very Important,NA,White,0,0
15790,Uruguay,6,1,Somewhat Safe,Male,A lot,5,More than 30 minutes and up to an hour,4,Increase punishment of criminal,Don't Know,Not Important at All,16,Mestizo,1,0
15791,Uruguay,18,0,Very Safe,Male,None,3,Less than 10 minutes,1,Increase punishment of criminal,Catholic,Very Important,16,White,0,0
15792,Uruguay,3,0,Somewhat Unsafe,Male,Some,4,More than 30 minutes and up to an hour,4,Implement preventative measures,Don't Know,Not Important at All,5,White,0,0
15793,Uruguay,12,0,Somewhat Unsafe,Male,Some,6,Less than 10 minutes,5,Implement preventative measures,Catholic,Somewhat Important,10,Black,0,0
15794,Uruguay,18,0,Somewhat Safe,Female,Some,5,Between 10 and 30 minutes,1,Implement preventative measures,None (Believes in a Supreme Entity but does not belong to any religion),Not Very Important,16,White,0,0
15795,Uruguay,9,1,Somewhat Unsafe,Male,Little,5,Between 10 and 30 minutes,10,Both,None (Believes in a Supreme Entity but does not belong to any religion),Not Important at All,3,White,1,1
15796,Uruguay,10,0,Somewhat Unsafe,Female,None,4,Between 10 and 30 minutes,5,Increase punishment of criminal,Catholic,Somewhat Important,NA,Mestizo,0,0
15797,Uruguay,14,0,Somewhat Unsafe,Male,Little,1,Between 10 and 30 minutes,1,Both,Agnostic or Atheist (Does not believe in God),Not Very Important,15,White,0,0
