r_id,pais,ur,q2,q1,clien1,ed,tamano,cp5,cp8,cp9,cp13,q10
15204,Uruguay,Urban,70,Male,Nunca,9,National Capital (Metropolitan area),4,4,1,4,7
15205,Uruguay,Urban,25,Female,Nunca,10,Medium City,4,4,4,4,3
15206,Uruguay,Urban,69,Male,Nunca,8,Medium City,3,4,4,3,7
15207,Uruguay,Rural,46,Female,Nunca,6,Rural Area,3,4,4,4,6
15208,Uruguay,Urban,65,Male,Nunca,6,Medium City,4,4,4,4,6
15209,Uruguay,Urban,50,Female,Nunca,6,Small City,4,2,4,2,5
15210,Uruguay,Urban,57,Female,Nunca,13,Large City,4,4,4,3,8
15211,Uruguay,Urban,27,Male,Nunca,10,Small City,4,4,4,3,5
15212,Uruguay,Urban,36,Female,Nunca,10,National Capital (Metropolitan area),3,4,4,4,9
15213,Uruguay,Urban,39,Female,Nunca,7,Medium City,4,4,4,4,2
15214,Uruguay,Urban,35,Female,Not Applicable,18,Small City,1,1,4,4,NA
15215,Uruguay,Urban,34,Male,Rara vez,9,National Capital (Metropolitan area),4,4,4,4,5
15216,Uruguay,Urban,65,Female,Nunca,6,National Capital (Metropolitan area),1,4,4,4,4
15217,Uruguay,Urban,76,Male,Nunca,4,Small City,4,4,4,4,5
15218,Uruguay,Urban,30,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,6
15219,Uruguay,Urban,44,Male,Nunca,9,Medium City,4,4,4,4,4
15220,Uruguay,Urban,18,Female,Nunca,7,Medium City,4,4,4,4,2
15221,Uruguay,Urban,80,Male,Nunca,3,National Capital (Metropolitan area),3,4,4,4,6
15222,Uruguay,Urban,41,Female,Nunca,5,National Capital (Metropolitan area),4,4,4,4,3
15223,Uruguay,Urban,33,Male,Nunca,6,Medium City,4,4,4,4,4
15224,Uruguay,Urban,29,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,5
15225,Uruguay,Urban,64,Male,Nunca,6,Medium City,3,1,1,1,6
15226,Uruguay,Urban,50,Female,Nunca,18,National Capital (Metropolitan area),4,1,4,4,10
15227,Uruguay,Urban,56,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,3
15228,Uruguay,Urban,50,Female,Nunca,10,Medium City,1,4,4,4,NA
15229,Uruguay,Urban,79,Female,Nunca,15,Medium City,2,3,3,4,NA
15230,Uruguay,Urban,54,Male,Nunca,11,Large City,4,4,4,4,8
15231,Uruguay,Urban,52,Female,Nunca,12,National Capital (Metropolitan area),2,3,4,2,9
15232,Uruguay,Urban,39,Male,Nunca,14,Medium City,3,2,2,2,8
15233,Uruguay,Urban,52,Male,Nunca,18,Medium City,3,2,2,4,8
15234,Uruguay,Urban,79,Male,Nunca,10,National Capital (Metropolitan area),4,4,4,4,8
15235,Uruguay,Urban,58,Female,Nunca,6,Large City,4,4,4,4,4
15236,Uruguay,Urban,27,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,3,5
15237,Uruguay,Urban,55,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,10
15238,Uruguay,Urban,79,Female,Nunca,8,National Capital (Metropolitan area),2,4,4,4,NA
15239,Uruguay,Rural,34,Male,Nunca,6,Rural Area,4,4,4,4,1
15240,Uruguay,Urban,71,Female,Nunca,12,Small City,3,2,4,3,8
15241,Uruguay,Urban,51,Female,Frecuentemente,6,Medium City,4,4,4,2,3
15242,Uruguay,Urban,23,Female,Nunca,13,Large City,4,4,4,4,5
15243,Uruguay,Urban,47,Male,Nunca,6,Small City,4,4,4,4,3
15244,Uruguay,Urban,38,Male,Frecuentemente,6,Medium City,3,2,4,2,1
15245,Uruguay,Urban,70,Female,Nunca,14,Small City,4,4,4,4,1
15246,Uruguay,Rural,61,Female,Nunca,4,Rural Area,4,4,4,4,2
15247,Uruguay,Urban,43,Male,Nunca,8,Large City,4,4,4,4,6
15248,Uruguay,Urban,23,Male,Nunca,7,Medium City,4,4,4,4,NA
15249,Uruguay,Urban,23,Female,Nunca,10,Large City,4,4,4,4,8
15250,Uruguay,Urban,42,Male,Nunca,9,National Capital (Metropolitan area),4,4,4,4,8
15251,Uruguay,Urban,65,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,5
15252,Uruguay,Urban,59,Male,Nunca,6,National Capital (Metropolitan area),2,1,1,4,8
15253,Uruguay,Urban,41,Female,Nunca,6,Medium City,2,2,4,4,6
15254,Uruguay,Urban,41,Female,Nunca,9,Medium City,4,4,4,4,8
15255,Uruguay,Rural,41,Female,Nunca,6,Rural Area,4,4,4,4,1
15256,Uruguay,Urban,22,Female,Nunca,13,National Capital (Metropolitan area),4,4,4,4,8
15257,Uruguay,Urban,28,Male,Nunca,16,Large City,2,4,4,4,4
15258,Uruguay,Rural,18,Male,Nunca,9,Rural Area,4,4,4,4,8
15259,Uruguay,Urban,61,Male,Nunca,6,Small City,3,4,4,4,5
15260,Uruguay,Urban,29,Female,Nunca,12,National Capital (Metropolitan area),3,1,4,4,7
15261,Uruguay,Urban,33,Male,Nunca,16,National Capital (Metropolitan area),2,4,4,4,4
15262,Uruguay,Urban,18,Male,Nunca,11,Medium City,4,4,4,4,3
15263,Uruguay,Urban,57,Female,Nunca,6,Medium City,4,4,4,4,8
15264,Uruguay,Urban,31,Female,Nunca,12,Medium City,1,4,4,4,3
15265,Uruguay,Urban,73,Female,Nunca,6,Medium City,2,4,4,4,2
15266,Uruguay,Urban,44,Female,Nunca,16,National Capital (Metropolitan area),4,4,4,4,10
15267,Uruguay,Urban,49,Male,Nunca,7,Small City,4,4,4,4,3
15268,Uruguay,Urban,63,Female,Nunca,8,Small City,4,4,4,4,2
15269,Uruguay,Urban,21,Female,Rara vez,11,Medium City,3,3,4,4,4
15270,Uruguay,Urban,26,Female,Nunca,9,Medium City,2,4,4,3,4
15271,Uruguay,Urban,18,Male,Nunca,11,Medium City,4,4,4,4,4
15272,Uruguay,Urban,61,Male,Nunca,8,Medium City,4,4,4,4,1
15273,Uruguay,Urban,74,Female,Nunca,3,National Capital (Metropolitan area),4,4,4,2,4
15274,Uruguay,Urban,26,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,5
15275,Uruguay,Urban,25,Male,Nunca,10,Medium City,4,4,4,3,7
15276,Uruguay,Urban,53,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,8
15277,Uruguay,Urban,28,Female,Frecuentemente,9,Small City,4,4,4,4,8
15278,Uruguay,Urban,76,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,8
15279,Uruguay,Urban,19,Male,Nunca,6,Medium City,4,4,4,4,3
15280,Uruguay,Urban,67,Female,Nunca,6,Medium City,3,4,4,4,NA
15281,Uruguay,Urban,49,Female,Nunca,7,Small City,4,4,4,4,1
15282,Uruguay,Urban,59,Female,Nunca,5,Large City,4,4,4,4,9
15283,Uruguay,Urban,47,Male,Nunca,6,Medium City,4,4,4,4,8
15284,Uruguay,Urban,71,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,7
15285,Uruguay,Urban,28,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,10
15286,Uruguay,Urban,18,Female,Nunca,12,Small City,4,4,4,4,2
15287,Uruguay,Urban,68,Male,Nunca,0,Large City,2,2,4,4,2
15288,Uruguay,Rural,36,Male,Frecuentemente,6,Rural Area,4,4,4,4,NA
15289,Uruguay,Urban,27,Male,Nunca,8,Small City,4,4,4,4,4
15290,Uruguay,Urban,32,Male,Nunca,7,Large City,4,4,4,4,3
15291,Uruguay,Urban,39,Male,Nunca,6,Small City,4,4,4,2,2
15292,Uruguay,Urban,22,Female,Nunca,9,Large City,4,4,4,4,2
15293,Uruguay,Urban,62,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,4
15294,Uruguay,Urban,54,Male,Nunca,2,National Capital (Metropolitan area),4,4,4,4,NA
15295,Uruguay,Urban,67,Female,Nunca,3,Medium City,4,4,4,4,4
15296,Uruguay,Urban,46,Male,Nunca,5,Large City,4,4,4,4,2
15297,Uruguay,Urban,58,Male,Nunca,15,National Capital (Metropolitan area),3,4,3,4,9
15298,Uruguay,Urban,29,Female,Nunca,16,National Capital (Metropolitan area),3,4,4,2,4
15299,Uruguay,Urban,51,Male,Nunca,10,National Capital (Metropolitan area),4,4,4,4,9
15300,Uruguay,Urban,41,Male,Nunca,12,Small City,1,4,4,4,8
15301,Uruguay,Urban,33,Male,Nunca,6,Small City,4,4,4,4,4
15302,Uruguay,Urban,19,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,5
15303,Uruguay,Urban,20,Male,Nunca,9,Medium City,4,4,4,4,4
15304,Uruguay,Urban,54,Male,Nunca,14,Large City,4,4,4,4,8
15305,Uruguay,Urban,42,Female,Nunca,10,Small City,4,4,3,4,8
15306,Uruguay,Urban,35,Female,Nunca,12,Medium City,1,4,4,2,4
15307,Uruguay,Urban,41,Female,Nunca,6,Small City,4,4,4,4,3
15308,Uruguay,Urban,72,Male,Nunca,1,Medium City,4,4,4,4,4
15309,Uruguay,Urban,22,Male,Nunca,6,Medium City,4,4,4,4,2
15310,Uruguay,Urban,25,Male,Nunca,7,Small City,2,4,4,4,5
15311,Uruguay,Urban,20,Female,Nunca,6,Small City,4,4,4,4,7
15312,Uruguay,Urban,67,Male,Nunca,15,National Capital (Metropolitan area),4,4,4,4,10
15313,Uruguay,Urban,36,Male,Nunca,11,National Capital (Metropolitan area),1,1,4,4,4
15314,Uruguay,Urban,25,Female,Nunca,6,Large City,4,4,4,4,1
15315,Uruguay,Urban,26,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,1
15316,Uruguay,Urban,18,Male,Nunca,11,Small City,1,4,4,1,2
15317,Uruguay,Urban,45,Female,Nunca,18,Large City,4,4,4,4,8
15318,Uruguay,Urban,45,Male,Nunca,16,National Capital (Metropolitan area),NA,4,2,2,9
15319,Uruguay,Urban,36,Female,Rara vez,9,National Capital (Metropolitan area),3,4,4,4,2
15320,Uruguay,Urban,45,Female,Nunca,13,National Capital (Metropolitan area),4,4,4,4,6
15321,Uruguay,Urban,70,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,7
15322,Uruguay,Rural,40,Male,Nunca,6,Rural Area,4,4,4,4,2
15323,Uruguay,Urban,28,Male,Frecuentemente,9,Medium City,4,4,4,1,4
15324,Uruguay,Urban,54,Male,Nunca,6,Medium City,2,4,4,4,7
15325,Uruguay,Urban,69,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,1
15326,Uruguay,Urban,60,Female,Nunca,16,National Capital (Metropolitan area),2,4,4,2,9
15327,Uruguay,Urban,77,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,9
15328,Uruguay,Urban,43,Female,Nunca,6,Medium City,4,4,4,4,1
15329,Uruguay,Rural,32,Male,Nunca,9,Rural Area,3,3,4,3,3
15330,Uruguay,Urban,18,Male,Nunca,9,Medium City,4,4,4,4,5
15331,Uruguay,Urban,67,Female,Nunca,6,Small City,3,3,4,4,4
15332,Uruguay,Urban,19,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,NA
15333,Uruguay,Urban,59,Female,Nunca,5,Medium City,4,4,4,4,1
15334,Uruguay,Urban,19,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,3,NA
15335,Uruguay,Urban,21,Female,Nunca,12,Small City,4,4,4,4,4
15336,Uruguay,Urban,53,Male,Nunca,10,Medium City,4,4,4,4,7
15337,Uruguay,Urban,29,Female,Nunca,8,Medium City,4,4,4,4,NA
15338,Uruguay,Urban,36,Female,Nunca,16,National Capital (Metropolitan area),4,2,4,1,8
15339,Uruguay,Urban,30,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,1
15340,Uruguay,Urban,44,Female,Nunca,6,Small City,4,4,4,4,4
15341,Uruguay,Urban,40,Male,Nunca,6,Medium City,4,4,4,4,5
15342,Uruguay,Urban,33,Male,Rara vez,18,National Capital (Metropolitan area),2,4,2,4,7
15343,Uruguay,Urban,22,Female,Rara vez,11,National Capital (Metropolitan area),4,4,4,4,4
15344,Uruguay,Urban,18,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,4
15345,Uruguay,Rural,44,Male,Nunca,14,Rural Area,4,4,4,4,4
15346,Uruguay,Urban,23,Male,Nunca,6,Medium City,4,4,4,4,5
15347,Uruguay,Urban,19,Female,Nunca,8,Medium City,2,2,4,4,6
15348,Uruguay,Urban,50,Female,Frecuentemente,9,National Capital (Metropolitan area),2,1,4,1,3
15349,Uruguay,Rural,40,Female,Nunca,17,Rural Area,1,4,4,4,4
15350,Uruguay,Urban,55,Male,Nunca,6,Medium City,4,4,4,4,2
15351,Uruguay,Rural,63,Male,Nunca,2,Rural Area,4,4,4,4,1
15352,Uruguay,Urban,25,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,4
15353,Uruguay,Urban,77,Male,Nunca,0,Small City,4,4,4,4,5
15354,Uruguay,Urban,28,Male,Nunca,6,National Capital (Metropolitan area),3,3,4,4,3
15355,Uruguay,Urban,51,Female,Nunca,16,National Capital (Metropolitan area),1,4,2,4,NA
15356,Uruguay,Urban,23,Male,Nunca,6,Small City,4,4,4,4,3
15357,Uruguay,Urban,29,Male,Nunca,9,Large City,3,4,4,4,3
15358,Uruguay,Urban,20,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,3,10
15359,Uruguay,Urban,26,Female,Nunca,6,Medium City,4,4,4,4,2
15360,Uruguay,Urban,33,Male,Nunca,8,Medium City,4,4,4,4,4
15361,Uruguay,Urban,48,Female,Nunca,12,Small City,2,4,4,4,6
15362,Uruguay,Urban,40,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,7
15363,Uruguay,Urban,40,Female,Nunca,12,Medium City,4,4,4,4,3
15364,Uruguay,Urban,46,Male,Nunca,11,National Capital (Metropolitan area),3,4,4,4,6
15365,Uruguay,Rural,68,Female,Nunca,6,Rural Area,4,4,4,4,6
15366,Uruguay,Urban,28,Male,Frecuentemente,0,National Capital (Metropolitan area),4,4,4,3,1
15367,Uruguay,Urban,29,Male,Nunca,16,National Capital (Metropolitan area),3,4,4,4,3
15368,Uruguay,Urban,90,Male,Nunca,5,Medium City,4,4,4,4,4
15369,Uruguay,Urban,57,Male,Nunca,6,Medium City,4,4,4,4,4
15370,Uruguay,Urban,66,Male,Nunca,8,Large City,4,4,4,4,7
15371,Uruguay,Urban,34,Female,Nunca,11,Large City,1,4,4,2,3
15372,Uruguay,Urban,20,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,7
15373,Uruguay,Urban,45,Male,Nunca,11,Medium City,2,4,4,4,8
15374,Uruguay,Urban,31,Male,Nunca,14,National Capital (Metropolitan area),4,4,NA,4,10
15375,Uruguay,Urban,44,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,6
15376,Uruguay,Urban,18,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,NA
15377,Uruguay,Urban,73,Male,Nunca,6,Large City,4,4,4,4,7
15378,Uruguay,Urban,71,Female,Nunca,3,National Capital (Metropolitan area),4,4,4,4,1
15379,Uruguay,Urban,21,Male,Nunca,9,National Capital (Metropolitan area),3,3,4,4,4
15380,Uruguay,Urban,63,Female,Nunca,18,National Capital (Metropolitan area),4,4,2,4,NA
15381,Uruguay,Urban,65,Female,Nunca,10,Medium City,1,4,4,3,7
15382,Uruguay,Urban,90,Male,Nunca,4,Small City,4,4,4,4,5
15383,Uruguay,Urban,23,Female,Nunca,8,Medium City,4,4,4,4,6
15384,Uruguay,Urban,21,Female,Nunca,6,Medium City,4,1,4,2,2
15385,Uruguay,Urban,20,Female,Nunca,6,Small City,4,4,4,4,1
15386,Uruguay,Urban,38,Male,Nunca,16,Large City,4,4,4,2,7
15387,Uruguay,Urban,18,Female,Nunca,13,National Capital (Metropolitan area),4,4,4,4,2
15388,Uruguay,Rural,68,Male,Nunca,6,Rural Area,4,4,4,4,3
15389,Uruguay,Urban,28,Male,Rara vez,4,National Capital (Metropolitan area),4,4,4,4,1
15390,Uruguay,Urban,45,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,6
15391,Uruguay,Urban,40,Male,Nunca,10,National Capital (Metropolitan area),4,4,4,4,8
15392,Uruguay,Urban,60,Male,Nunca,16,Medium City,3,4,4,3,8
15393,Uruguay,Rural,60,Male,Rara vez,4,Rural Area,4,4,4,4,1
15394,Uruguay,Urban,23,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,6
15395,Uruguay,Urban,47,Female,Nunca,8,Medium City,4,4,4,4,9
15396,Uruguay,Urban,31,Male,Nunca,8,Medium City,4,4,4,4,3
15397,Uruguay,Urban,26,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,3
15398,Uruguay,Urban,66,Male,Nunca,15,Large City,4,4,2,3,5
15399,Uruguay,Urban,69,Male,Nunca,16,National Capital (Metropolitan area),1,4,4,2,10
15400,Uruguay,Urban,30,Female,Nunca,12,Small City,4,4,4,NA,2
15401,Uruguay,Urban,49,Male,Nunca,18,National Capital (Metropolitan area),4,4,4,4,8
15402,Uruguay,Urban,54,Female,Nunca,6,Medium City,4,4,4,4,6
15403,Uruguay,Urban,73,Female,Nunca,4,Small City,4,4,4,4,3
15404,Uruguay,Urban,22,Male,Nunca,14,Medium City,4,4,4,4,2
15405,Uruguay,Urban,28,Male,Nunca,8,Large City,4,4,4,4,3
15406,Uruguay,Urban,70,Female,Nunca,16,National Capital (Metropolitan area),1,4,4,4,9
15407,Uruguay,Urban,31,Male,Nunca,7,Medium City,3,4,4,4,1
15408,Uruguay,Urban,65,Male,Nunca,6,Medium City,2,4,4,4,3
15409,Uruguay,Urban,39,Male,Nunca,6,Medium City,4,4,4,4,NA
15410,Uruguay,Urban,28,Female,Nunca,15,Medium City,4,4,4,4,5
15411,Uruguay,Urban,44,Male,Nunca,11,Large City,4,4,4,4,4
15412,Uruguay,Urban,45,Male,Rara vez,14,Medium City,4,4,4,4,7
15413,Uruguay,Urban,61,Male,Nunca,6,Small City,4,4,3,4,3
15414,Uruguay,Urban,77,Female,Nunca,5,National Capital (Metropolitan area),3,4,4,4,9
15415,Uruguay,Urban,78,Male,Nunca,3,Small City,4,4,4,4,4
15416,Uruguay,Urban,68,Female,Nunca,12,Small City,4,4,4,4,6
15417,Uruguay,Urban,19,Female,Nunca,13,National Capital (Metropolitan area),1,4,4,4,NA
15418,Uruguay,Rural,69,Male,Nunca,0,Rural Area,4,4,4,4,3
15419,Uruguay,Urban,24,Male,Nunca,10,Large City,4,4,2,4,5
15420,Uruguay,Urban,42,Female,Rara vez,12,Small City,1,2,4,2,8
15421,Uruguay,Urban,51,Female,Nunca,8,National Capital (Metropolitan area),4,4,4,4,4
15422,Uruguay,Urban,19,Male,Nunca,8,Medium City,4,4,4,4,3
15423,Uruguay,Rural,71,Male,Nunca,3,Rural Area,4,4,4,4,2
15424,Uruguay,Urban,28,Male,Nunca,8,Medium City,4,4,4,4,3
15425,Uruguay,Urban,19,Male,Nunca,8,Large City,1,4,4,1,5
15426,Uruguay,Urban,29,Female,Nunca,14,National Capital (Metropolitan area),4,4,4,4,6
15427,Uruguay,Urban,78,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,10
15428,Uruguay,Urban,49,Female,Nunca,10,Small City,2,4,4,3,3
15429,Uruguay,Urban,35,Female,Nunca,15,Medium City,4,4,4,4,5
15430,Uruguay,Urban,65,Female,Nunca,3,Small City,4,4,4,4,2
15431,Uruguay,Urban,62,Female,Nunca,6,Medium City,4,4,4,4,3
15432,Uruguay,Urban,18,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,4,6
15433,Uruguay,Urban,75,Male,Nunca,17,National Capital (Metropolitan area),4,4,4,4,10
15434,Uruguay,Urban,64,Male,Nunca,9,Small City,1,4,4,4,7
15435,Uruguay,Urban,69,Female,Nunca,16,Small City,4,4,4,4,6
15436,Uruguay,Urban,61,Male,Nunca,7,Medium City,3,1,4,4,8
15437,Uruguay,Rural,19,Male,Nunca,10,Rural Area,3,4,4,4,8
15438,Uruguay,Urban,62,Female,Nunca,16,National Capital (Metropolitan area),4,4,4,4,10
15439,Uruguay,Urban,56,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,9
15440,Uruguay,Urban,59,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,2
15441,Uruguay,Urban,28,Female,Nunca,16,Large City,4,4,4,4,7
15442,Uruguay,Urban,24,Female,Nunca,11,Small City,4,4,4,4,2
15443,Uruguay,Urban,33,Female,Nunca,10,National Capital (Metropolitan area),3,4,4,4,8
15444,Uruguay,Urban,60,Female,Nunca,8,Large City,4,4,4,4,3
15445,Uruguay,Urban,59,Male,Nunca,16,Small City,4,4,4,4,8
15446,Uruguay,Urban,48,Male,Nunca,15,National Capital (Metropolitan area),3,4,3,4,10
15447,Uruguay,Urban,63,Male,Nunca,6,Small City,4,4,4,4,2
15448,Uruguay,Urban,85,Male,Nunca,6,Medium City,4,4,4,4,7
15449,Uruguay,Urban,53,Female,Nunca,9,Large City,4,4,4,4,2
15450,Uruguay,Urban,60,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,1
15451,Uruguay,Urban,39,Female,Nunca,10,National Capital (Metropolitan area),4,4,4,4,5
15452,Uruguay,Urban,62,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,NA
15453,Uruguay,Urban,90,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,2
15454,Uruguay,Urban,31,Female,Frecuentemente,6,Medium City,1,4,4,4,5
15455,Uruguay,Urban,23,Female,Nunca,9,National Capital (Metropolitan area),4,4,4,3,NA
15456,Uruguay,Rural,22,Female,Nunca,8,Rural Area,4,4,4,4,2
15457,Uruguay,Urban,49,Male,Nunca,11,National Capital (Metropolitan area),3,2,3,4,10
15458,Uruguay,Urban,23,Female,Nunca,16,National Capital (Metropolitan area),4,4,4,3,9
15459,Uruguay,Urban,48,Female,Nunca,9,National Capital (Metropolitan area),2,4,4,4,8
15460,Uruguay,Urban,59,Female,Nunca,6,Large City,4,4,4,4,1
15461,Uruguay,Urban,47,Male,Nunca,2,National Capital (Metropolitan area),4,4,4,4,1
15462,Uruguay,Urban,47,Female,Nunca,6,Small City,4,4,4,4,4
15463,Uruguay,Urban,19,Male,Nunca,7,Medium City,4,4,4,4,5
15464,Uruguay,Urban,20,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,2
15465,Uruguay,Urban,30,Female,Rara vez,10,Medium City,4,4,4,4,NA
15466,Uruguay,Urban,69,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,7
15467,Uruguay,Urban,26,Female,Rara vez,7,Small City,4,4,4,4,1
15468,Uruguay,Urban,47,Male,Nunca,15,Small City,4,4,4,4,4
15469,Uruguay,Urban,50,Male,Nunca,14,National Capital (Metropolitan area),4,4,4,4,8
15470,Uruguay,Urban,45,Female,Nunca,6,National Capital (Metropolitan area),4,4,4,4,7
15471,Uruguay,Rural,33,Female,Nunca,6,Rural Area,4,4,4,4,3
15472,Uruguay,Urban,19,Male,Nunca,6,National Capital (Metropolitan area),4,4,4,4,3
15473,Uruguay,Urban,45,Female,Nunca,9,National Capital (Metropolitan area),1,4,4,4,7
15474,Uruguay,Urban,23,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,10
15475,Uruguay,Urban,45,Female,Nunca,17,Large City,1,2,4,2,8
15476,Uruguay,Urban,22,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,10
15477,Uruguay,Urban,76,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,4,9
15478,Uruguay,Urban,46,Male,Nunca,9,Large City,4,4,4,3,6
15479,Uruguay,Rural,27,Male,Nunca,13,Rural Area,1,4,4,2,1
15480,Uruguay,Urban,45,Male,Nunca,8,Medium City,1,1,3,4,7
15481,Uruguay,Urban,24,Female,Nunca,12,Medium City,4,4,4,4,2
15482,Uruguay,Urban,28,Male,Nunca,9,Small City,4,4,4,4,9
15483,Uruguay,Urban,44,Male,Nunca,7,Medium City,4,4,4,4,NA
15484,Uruguay,Urban,19,Female,Nunca,10,Medium City,4,3,2,4,3
15485,Uruguay,Rural,52,Male,Nunca,6,Rural Area,4,4,1,1,6
15486,Uruguay,Rural,38,Male,Rara vez,5,Rural Area,4,4,4,4,5
15487,Uruguay,Urban,28,Male,Nunca,14,Large City,4,4,2,4,10
15488,Uruguay,Urban,71,Male,Nunca,6,National Capital (Metropolitan area),3,4,4,4,4
15489,Uruguay,Urban,63,Female,Nunca,8,National Capital (Metropolitan area),1,1,4,2,3
15490,Uruguay,Urban,33,Female,Nunca,18,Medium City,4,4,4,4,8
15491,Uruguay,Urban,20,Female,Nunca,11,Small City,4,4,4,3,NA
15492,Uruguay,Urban,30,Female,Nunca,NA,National Capital (Metropolitan area),4,4,4,4,5
15493,Uruguay,Urban,40,Male,Frecuentemente,12,Small City,1,1,4,4,10
15494,Uruguay,Rural,28,Male,Nunca,7,Rural Area,4,4,4,4,NA
15495,Uruguay,Urban,23,Male,Nunca,12,National Capital (Metropolitan area),3,4,4,2,9
15496,Uruguay,Urban,20,Male,Nunca,15,Large City,4,4,4,4,3
15497,Uruguay,Urban,39,Female,Nunca,6,Medium City,2,4,4,4,4
15498,Uruguay,Urban,46,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,7
15499,Uruguay,Urban,48,Male,Nunca,12,National Capital (Metropolitan area),4,4,4,3,10
15500,Uruguay,Urban,61,Male,Nunca,6,Medium City,4,4,4,4,1
15501,Uruguay,Urban,63,Male,Nunca,5,Medium City,4,4,4,4,2
15502,Uruguay,Urban,54,Female,Nunca,3,Medium City,2,3,4,4,1
15503,Uruguay,Urban,70,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,2
15504,Uruguay,Urban,45,Male,Nunca,17,National Capital (Metropolitan area),4,4,2,4,10
15505,Uruguay,Rural,45,Female,Nunca,6,Rural Area,4,4,4,4,4
15506,Uruguay,Urban,48,Male,Nunca,6,Small City,4,4,4,4,2
15507,Uruguay,Urban,31,Female,Nunca,11,National Capital (Metropolitan area),4,4,4,4,4
15508,Uruguay,Urban,65,Female,Nunca,6,Medium City,4,4,4,4,4
15509,Uruguay,Urban,38,Male,Nunca,11,Medium City,1,4,2,1,8
15510,Uruguay,Urban,19,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,10
15511,Uruguay,Urban,52,Female,Nunca,15,National Capital (Metropolitan area),4,4,4,4,10
15512,Uruguay,Urban,39,Female,Rara vez,8,Large City,4,4,4,4,4
15513,Uruguay,Urban,27,Female,Nunca,12,Medium City,4,4,4,4,4
15514,Uruguay,Urban,56,Female,Nunca,8,Medium City,4,4,4,4,1
15515,Uruguay,Urban,51,Female,Nunca,12,National Capital (Metropolitan area),4,4,4,4,5
15516,Uruguay,Urban,27,Female,Nunca,10,Small City,4,4,4,4,8
15517,Uruguay,Urban,42,Male,Nunca,6,Small City,4,4,4,2,3
15518,Uruguay,Urban,25,Male,Nunca,16,National Capital (Metropolitan area),4,4,4,4,10
15519,Uruguay,Urban,23,Female,Nunca,12,Large City,4,4,4,4,9
15520,Uruguay,Urban,47,Male,Nunca,14,National Capital (Metropolitan area),4,4,4,1,9
15521,Uruguay,Urban,38,Male,Nunca,12,Medium City,2,4,4,4,NA
15522,Uruguay,Urban,32,Female,Nunca,13,National Capital (Metropolitan area),4,4,4,4,7
15523,Uruguay,Urban,55,Female,Nunca,0,Small City,4,4,4,4,1
15524,Uruguay,Urban,20,Female,Nunca,8,Medium City,4,2,4,4,2
15525,Uruguay,Rural,39,Male,Nunca,6,Rural Area,4,4,4,4,2
15526,Uruguay,Urban,50,Female,Nunca,6,Medium City,1,4,4,3,2
15527,Uruguay,Urban,47,Male,Nunca,8,National Capital (Metropolitan area),4,4,4,4,1
