ur,q2,q1,b12,b21,ing4,vb3n,braantip1,ed,q3cn,q10new,gi0n,d6,capital1,municipio,problem_corruption,problem_unemployment,problem_crime
Urbano,58,Hombre,5,1,4,Jair Bolsonaro (PSL),1,2,Católico,3,Diariamente,1,A Favor,JOÃO PINHEIRO,no,no,no
Rural,20,Mujer,5,3,7,João Amoêdo (NOVO),5,14,Católico,15,Algunas veces al mes,10,En contra,ÁLVARES MACHADO,no,no,no
Urbano,33,Mujer,6,3,5,Ninguno (anuló su voto),1,11,Católico,9,Diariamente,10,A Favor,VÁRZEA DA PALMA,no,yes,no
Urbano,17,Hombre,4,3,5,No Aplica,1,10,Católico,14,Algunas veces a la semana,3,En contra,VÁRZEA DA PALMA,no,no,no
Urbano,44,Hombre,7,1,7,Jair Bolsonaro (PSL),1,10,"Protestante, Protestante Tradicional o Protestante no Evangélico",2,Diariamente,5,A Favor,RIO DE JANEIRO,no,yes,no
Urbano,32,Mujer,5,5,4,Jair Bolsonaro (PSL),1,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),1,Diariamente,8,A Favor,BELFORD ROXO,no,no,no
Urbano,56,Hombre,7,1,7,Ciro Gomes (PDT),1,8,Católico,15,Diariamente,1,No responde,JANDIRA,no,no,no
Rural,51,Mujer,5,5,7,No Aplica,1,0,Católico,2,Diariamente,5,En contra,TAIOBEIRAS,no,yes,no
Urbano,70,Hombre,7,1,7,Geraldo Alckmin (PSDB),1,14,Católico,14,Diariamente,10,En contra,INDAIATUBA,no,no,no
Urbano,77,Hombre,7,2,7,No Aplica,4,4,"Protestante, Protestante Tradicional o Protestante no Evangélico",7,Diariamente,1,En contra,SÃO BERNARDO DO CAMPO,no,no,no
Rural,26,Hombre,5,3,4,Jair Bolsonaro (PSL),1,10,No responde,5,Diariamente,5,En contra,TAIOBEIRAS,no,no,no
Urbano,28,Mujer,1,1,5,No Aplica,10,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Diariamente,10,En contra,SÃO PAULO,no,yes,no
Urbano,16,Mujer,6,5,4,No Aplica,6,8,Católico,1,Nunca,6,En contra,IBATIBA,no,no,no
Urbano,41,Hombre,7,5,6,Jair Bolsonaro (PSL),1,8,Evangélica y Pentecostal,8,Algunas veces a la semana,1,A Favor,ANDRADINA,no,yes,no
Urbano,28,Mujer,1,1,1,Ninguno (anuló su voto),1,14,Evangélica y Pentecostal,10,Diariamente,1,En contra,RIO DE JANEIRO,no,yes,no
Urbano,17,Hombre,2,2,7,Guilherme Boulos (PSOL),1,11,Evangélica y Pentecostal,15,Diariamente,10,En contra,CARAPICUÍBA,no,no,no
Urbano,51,Mujer,7,1,3,Jair Bolsonaro (PSL),1,11,Católico,0,Diariamente,10,A Favor,VOLTA REDONDA,no,no,no
Urbano,40,Hombre,5,2,4,No Aplica,4,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),11,Diariamente,4,En contra,QUEIMADOS,no,no,no
Urbano,64,Mujer,7,5,3,Jair Bolsonaro (PSL),8,11,Católico,1,Diariamente,5,En contra,VITÓRIA,no,no,no
Urbano,44,Mujer,4,3,5,No sabe,1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Algunas veces a la semana,6,A Favor,SÃO PAULO,no,no,no
Urbano,63,Mujer,7,1,1,Otro,1,5,Católico,4,Algunas veces a la semana,7,A Favor,RIO DE JANEIRO,no,no,no
Urbano,38,Mujer,7,4,5,Fernando Haddad (PT),10,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Diariamente,7,En contra,SÃO PAULO,no,yes,no
Urbano,41,Hombre,6,1,4,Jair Bolsonaro (PSL),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",NA,Algunas veces a la semana,1,En contra,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,31,Mujer,5,2,7,No responde,1,13,Católico,16,Diariamente,9,En contra,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,42,Mujer,7,1,7,Jair Bolsonaro (PSL),3,11,Evangélica y Pentecostal,10,Diariamente,10,En contra,DUQUE DE CAXIAS,yes,no,no
Urbano,53,Mujer,7,1,1,Jair Bolsonaro (PSL),5,4,Evangélica y Pentecostal,10,Diariamente,2,A Favor,SANTA RITA DO SAPUCAÍ,no,yes,no
Urbano,37,Hombre,6,2,6,Jair Bolsonaro (PSL),1,17,Agnóstico o ateo (no cree en Dios),4,Diariamente,9,A Favor,EMBU,yes,no,no
Urbano,42,Mujer,5,1,4,No Aplica,2,11,Católico,8,Diariamente,2,A Favor,BELFORD ROXO,no,no,no
Urbano,57,Hombre,1,1,1,No Aplica,1,2,Católico,5,Algunas veces a la semana,1,A Favor,BETIM,no,no,no
Urbano,25,Mujer,7,7,7,Fernando Haddad (PT),10,10,Católico,4,Diariamente,10,En contra,SÃO PAULO,yes,no,no
Urbano,45,Mujer,1,1,1,No Aplica,10,4,Evangélica y Pentecostal,1,Diariamente,10,A Favor,BELFORD ROXO,no,no,no
Urbano,60,Hombre,7,6,6,Jair Bolsonaro (PSL),10,8,Católico,10,Nunca,1,En contra,ARAXÁ,no,no,no
Rural,40,Mujer,3,1,NA,No sabe,NA,11,Evangélica y Pentecostal,4,Diariamente,NA,No sabe,TAIOBEIRAS,no,yes,no
Urbano,20,Hombre,6,3,3,Jair Bolsonaro (PSL),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",10,Algunas veces al mes,7,A Favor,PINDAMONHANGABA,yes,no,no
Urbano,44,Mujer,5,2,4,Fernando Haddad (PT),5,5,Católico,4,Algunas veces a la semana,1,En contra,SOBRÁLIA,no,no,no
Urbano,22,Hombre,1,1,5,No sabe,1,5,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),NA,Algunas veces a la semana,10,En contra,PINHEIRAL,no,no,no
Urbano,32,Hombre,3,1,4,No responde,1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",10,Diariamente,1,En contra,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,35,Mujer,5,1,7,No Aplica,1,11,Evangélica y Pentecostal,8,Diariamente,9,En contra,ARAXÁ,no,no,no
Urbano,27,Hombre,4,3,5,No Aplica,10,11,Otro,11,Diariamente,10,A Favor,RIO DE JANEIRO,no,no,no
Urbano,59,Mujer,7,1,1,No Aplica,1,9,Católico,NA,Diariamente,1,En contra,INDAIATUBA,no,no,no
Urbano,24,Hombre,6,3,5,Jair Bolsonaro (PSL),4,11,Evangélica y Pentecostal,3,Diariamente,5,En contra,QUEIMADOS,no,no,no
Urbano,28,Hombre,7,1,3,No Aplica,10,8,Católico,5,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,44,Hombre,7,2,1,Fernando Haddad (PT),10,8,Católico,14,Diariamente,2,En contra,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,31,Mujer,2,2,4,No Aplica,10,6,Católico,0,Diariamente,9,A Favor,SANTA RITA DO SAPUCAÍ,no,no,no
Urbano,20,Hombre,2,1,1,No Aplica,1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),0,Diariamente,1,En contra,DUQUE DE CAXIAS,no,no,no
Urbano,35,Hombre,7,1,7,Jair Bolsonaro (PSL),2,13,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),5,Diariamente,1,En contra,VOLTA REDONDA,no,no,no
Urbano,37,Hombre,6,1,7,Ninguno (fue a votar pero dejó la boleta en blanco),1,11,Católico,12,Diariamente,1,A Favor,SANTA RITA DO SAPUCAÍ,yes,no,no
Urbano,48,Mujer,5,2,5,No Aplica,5,11,Católico,8,Diariamente,9,En contra,POUSO ALEGRE,no,no,no
Urbano,65,Mujer,7,3,6,No Aplica,8,4,Católico,13,Diariamente,6,A Favor,ARAXÁ,NA,NA,NA
Rural,35,Hombre,7,1,7,No Aplica,1,4,Católico,3,Diariamente,10,A Favor,TAIOBEIRAS,no,no,no
Urbano,18,Hombre,5,4,4,Jair Bolsonaro (PSL),6,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",12,Algunas veces a la semana,10,En contra,VITÓRIA,no,no,no
Urbano,36,Mujer,6,3,7,Fernando Haddad (PT),6,17,"Protestante, Protestante Tradicional o Protestante no Evangélico",16,Algunas veces a la semana,4,A Favor,JANDIRA,no,no,no
Urbano,35,Mujer,4,2,5,No responde,5,11,Católico,5,Algunas veces a la semana,3,A Favor,SOBRÁLIA,no,no,no
Urbano,48,Hombre,3,7,6,Jair Bolsonaro (PSL),1,3,Evangélica y Pentecostal,6,Algunas veces a la semana,1,A Favor,SOBRÁLIA,no,no,no
Urbano,22,Mujer,7,1,4,Ninguno (anuló su voto),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Diariamente,10,A Favor,DUQUE DE CAXIAS,no,no,no
Urbano,17,Mujer,7,5,5,Fernando Haddad (PT),10,9,Católico,4,Diariamente,10,A Favor,JANDIRA,no,no,no
Urbano,46,Mujer,5,1,6,Otro,6,15,Católico,13,Diariamente,2,En contra,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,25,Mujer,5,1,5,No Aplica,8,9,Evangélica y Pentecostal,14,Algunas veces a la semana,10,En contra,PINHEIRAL,no,no,no
Urbano,16,Mujer,7,5,5,No Aplica,7,10,Evangélica y Pentecostal,3,Algunas veces a la semana,10,No sabe,IPEÚNA,yes,no,no
Urbano,45,Mujer,5,2,7,No Aplica,6,11,Evangélica y Pentecostal,1,Diariamente,6,En contra,SOBRÁLIA,no,no,no
Urbano,19,Mujer,5,3,5,No Aplica,8,9,Católico,6,Algunas veces a la semana,10,A Favor,BELO HORIZONTE,no,no,no
Urbano,21,Hombre,3,1,4,No Aplica,1,11,Religiones Tradicionales,14,Algunas veces a la semana,8,A Favor,SÃO PAULO,no,no,no
Urbano,41,Mujer,4,4,5,No sabe,2,6,Católico,NA,Algunas veces a la semana,8,A Favor,DIVINÓPOLIS,no,yes,no
Rural,30,Hombre,7,7,1,No Aplica,1,0,No responde,NA,Algunas veces a la semana,1,En contra,ÁLVARES MACHADO,no,no,no
Urbano,55,Hombre,7,5,6,Jair Bolsonaro (PSL),3,9,Católico,6,Diariamente,8,En contra,PINHEIRAL,no,yes,no
Rural,52,Mujer,7,3,4,Jair Bolsonaro (PSL),1,8,Evangélica y Pentecostal,3,Diariamente,1,En contra,ÁLVARES MACHADO,no,no,no
Urbano,17,Mujer,NA,NA,NA,No Aplica,5,10,Católico,1,Algunas veces a la semana,10,En contra,SOBRÁLIA,NA,NA,NA
Urbano,19,Mujer,1,1,7,Ciro Gomes (PDT),10,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),14,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,29,Hombre,7,2,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,16,Diariamente,1,En contra,IPEÚNA,yes,no,no
Urbano,17,Hombre,6,1,6,Jair Bolsonaro (PSL),1,10,Evangélica y Pentecostal,12,Algunas veces al mes,1,A Favor,SOBRÁLIA,no,no,no
Urbano,70,Hombre,5,2,7,Fernando Haddad (PT),7,8,Católico,15,Diariamente,10,En contra,VÁRZEA DA PALMA,no,no,no
Urbano,44,Mujer,7,1,5,Ninguno (anuló su voto),1,11,Evangélica y Pentecostal,8,Algunas veces a la semana,3,A Favor,POUSO ALEGRE,no,no,no
Urbano,46,Mujer,7,5,5,No Aplica,6,11,Evangélica y Pentecostal,3,Diariamente,1,En contra,VITÓRIA,no,yes,no
Urbano,64,Hombre,6,1,5,Fernando Haddad (PT),7,4,Otro,3,Diariamente,1,A Favor,CARAPICUÍBA,yes,no,no
Urbano,29,Mujer,7,7,5,Jair Bolsonaro (PSL),10,8,Evangélica y Pentecostal,1,Algunas veces a la semana,10,En contra,SOBRÁLIA,no,no,no
Urbano,37,Hombre,6,2,5,Jair Bolsonaro (PSL),2,7,Católico,6,Diariamente,3,A Favor,DIVINÓPOLIS,no,no,no
Urbano,27,Mujer,6,1,7,Jair Bolsonaro (PSL),1,15,"Protestante, Protestante Tradicional o Protestante no Evangélico",9,Algunas veces a la semana,1,A Favor,QUEIMADOS,no,no,no
Urbano,45,Mujer,5,3,7,Jair Bolsonaro (PSL),1,15,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Diariamente,5,En contra,SÃO PAULO,yes,no,no
Urbano,23,Hombre,1,2,6,Fernando Haddad (PT),7,14,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,60,Mujer,5,4,7,Jair Bolsonaro (PSL),3,15,Católico,15,Diariamente,10,En contra,ITÁPOLIS,no,no,no
Urbano,36,Mujer,2,1,1,Jair Bolsonaro (PSL),1,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",9,Diariamente,1,En contra,ITÁPOLIS,no,yes,no
Urbano,31,Mujer,5,2,7,Fernando Haddad (PT),9,15,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),16,Diariamente,9,En contra,ITÁPOLIS,yes,no,no
Urbano,41,Hombre,4,3,6,Fernando Haddad (PT),10,6,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),12,Diariamente,10,En contra,IPEÚNA,no,yes,no
Urbano,38,Hombre,4,1,6,Jair Bolsonaro (PSL),1,11,Católico,16,Diariamente,9,A Favor,BELO HORIZONTE,no,no,no
Urbano,33,Mujer,6,3,5,No Aplica,6,8,Católico,6,Algunas veces a la semana,8,En contra,SÃO JOSÉ DOS CAMPOS,no,yes,no
Urbano,21,Hombre,6,3,7,No responde,1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",13,Diariamente,1,En contra,ITÁPOLIS,no,no,no
Urbano,21,Hombre,5,2,4,No Aplica,1,8,Católico,16,Diariamente,1,En contra,SÃO PEDRO DA ALDEIA,no,no,no
Urbano,22,Hombre,7,1,7,Jair Bolsonaro (PSL),1,13,Evangélica y Pentecostal,15,Diariamente,10,A Favor,DIVINÓPOLIS,no,no,no
Urbano,63,Mujer,6,2,5,Fernando Haddad (PT),10,0,Evangélica y Pentecostal,NA,Nunca,2,A Favor,SOBRÁLIA,no,no,no
Urbano,33,Hombre,7,3,7,Jair Bolsonaro (PSL),1,11,Religiones Tradicionales,11,Diariamente,10,A Favor,RIO DE JANEIRO,no,no,no
Urbano,41,Mujer,1,1,1,No sabe,5,11,Católico,0,Diariamente,10,A Favor,POUSO ALEGRE,no,yes,no
Urbano,48,Mujer,3,1,4,Ninguno (anuló su voto),2,11,Católico,4,Diariamente,9,En contra,POUSO ALEGRE,no,no,no
Urbano,38,Mujer,1,1,3,No Aplica,6,5,Católico,2,Diariamente,6,A Favor,JOÃO PINHEIRO,no,no,no
Rural,42,Hombre,7,1,5,Jair Bolsonaro (PSL),1,5,Católico,9,Diariamente,1,En contra,ÁLVARES MACHADO,no,no,no
Rural,32,Mujer,7,6,1,Jair Bolsonaro (PSL),1,11,Católico,12,Algunas veces a la semana,10,A Favor,ÁLVARES MACHADO,yes,no,no
Urbano,56,Mujer,5,2,3,Ninguno (anuló su voto),3,10,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),3,Diariamente,10,A Favor,RIO DE JANEIRO,no,no,no
Urbano,30,Hombre,5,1,6,Jair Bolsonaro (PSL),1,15,Agnóstico o ateo (no cree en Dios),4,Diariamente,4,A Favor,SÃO PAULO,no,no,no
Urbano,51,Mujer,5,1,4,No responde,4,6,Evangélica y Pentecostal,0,Algunas veces a la semana,4,A Favor,DUQUE DE CAXIAS,no,yes,no
Urbano,49,Mujer,5,2,5,Jair Bolsonaro (PSL),4,11,Evangélica y Pentecostal,10,Diariamente,10,En contra,QUEIMADOS,yes,no,no
Rural,24,Mujer,7,1,4,João Amoêdo (NOVO),5,11,Católico,11,Diariamente,10,A Favor,OURO FINO,yes,no,no
Urbano,35,Mujer,4,1,5,No sabe,3,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),10,Diariamente,6,A Favor,JANDIRA,no,yes,no
Urbano,29,Hombre,6,1,3,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,10,A Favor,POUSO ALEGRE,no,no,no
Urbano,47,Mujer,1,4,2,No Aplica,1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),12,Diariamente,5,En contra,PINDAMONHANGABA,no,no,no
Urbano,44,Mujer,7,1,7,Ninguno (anuló su voto),1,11,Católico,NA,Diariamente,10,En contra,BELO HORIZONTE,yes,no,no
Urbano,92,Hombre,1,2,7,No Aplica,4,NA,Católico,NA,Algunas veces a la semana,1,En contra,INDAIATUBA,NA,NA,NA
Urbano,82,Hombre,5,3,6,Jair Bolsonaro (PSL),3,3,Evangélica y Pentecostal,9,Diariamente,1,En contra,DIVINÓPOLIS,no,no,no
Urbano,48,Hombre,NA,1,6,No Aplica,9,3,Evangélica y Pentecostal,4,Nunca,1,En contra,RIO DE JANEIRO,yes,no,no
Urbano,66,Mujer,3,2,5,Fernando Haddad (PT),9,3,Evangélica y Pentecostal,2,Algunas veces a la semana,2,En contra,VÁRZEA DA PALMA,no,no,no
Urbano,19,Mujer,2,2,4,No Aplica,7,11,Otro,14,Diariamente,10,En contra,RIO DE JANEIRO,no,no,no
Urbano,44,Mujer,1,6,7,Fernando Haddad (PT),10,11,Católico,0,Diariamente,10,En contra,PINHEIRAL,yes,no,no
Urbano,29,Hombre,3,2,1,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,3,Diariamente,1,En contra,GUARULHOS,no,no,no
Urbano,29,Hombre,1,2,7,Fernando Haddad (PT),8,12,Religiones Tradicionales,8,Diariamente,10,A Favor,RIO DE JANEIRO,no,no,no
Urbano,61,Mujer,7,1,5,Fernando Haddad (PT),6,4,Evangélica y Pentecostal,14,Diariamente,1,A Favor,JANDIRA,no,no,no
Urbano,29,Mujer,7,1,1,No Aplica,10,8,Católico,2,Algunas veces a la semana,7,A Favor,RIO DE JANEIRO,no,no,no
Urbano,17,Mujer,5,1,5,No Aplica,3,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",14,Algunas veces a la semana,3,En contra,SÃO BERNARDO DO CAMPO,yes,no,no
Urbano,33,Hombre,5,1,7,Jair Bolsonaro (PSL),1,15,Católico,14,Diariamente,6,En contra,SÃO PAULO,yes,no,no
Urbano,68,Hombre,4,1,4,Jair Bolsonaro (PSL),1,4,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),12,Diariamente,1,A Favor,VÁRZEA DA PALMA,no,no,no
Urbano,34,Hombre,6,3,6,Jair Bolsonaro (PSL),5,11,Católico,4,Diariamente,9,A Favor,SÃO PAULO,yes,no,no
Rural,59,Hombre,7,4,7,Jair Bolsonaro (PSL),5,16,Católico,11,Diariamente,8,A Favor,ÁLVARES MACHADO,no,yes,no
Urbano,28,Mujer,6,2,4,No Aplica,1,9,Evangélica y Pentecostal,NA,Diariamente,5,A Favor,SÃO PEDRO DA ALDEIA,no,no,no
Rural,76,Hombre,7,7,3,No Aplica,10,2,Católico,4,Nunca,7,A Favor,OURO FINO,no,no,no
Urbano,43,Hombre,7,1,7,Jair Bolsonaro (PSL),1,11,Otro,15,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,32,Hombre,7,1,4,Fernando Haddad (PT),1,8,Espírita Kardecista,6,Diariamente,10,A Favor,BELFORD ROXO,no,no,no
Urbano,19,Mujer,5,2,4,Ninguno (fue a votar pero dejó la boleta en blanco),2,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),11,Algunas veces al mes,8,En contra,SÃO PAULO,yes,no,no
Urbano,16,Mujer,1,1,2,No Aplica,1,9,Católico,4,Diariamente,10,A Favor,POUSO ALEGRE,no,yes,no
Rural,58,Hombre,5,1,5,No Aplica,1,4,Católico,8,Diariamente,2,A Favor,OURO FINO,yes,no,no
Rural,33,Mujer,4,1,5,Jair Bolsonaro (PSL),1,14,Católico,12,Algunas veces a la semana,10,A Favor,OURO FINO,no,no,no
Urbano,61,Mujer,4,3,3,Jair Bolsonaro (PSL),1,3,Católico,4,Diariamente,1,A Favor,DIVINÓPOLIS,no,no,no
Urbano,49,Mujer,7,1,1,Jair Bolsonaro (PSL),1,3,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),2,Nunca,10,A Favor,IBATIBA,no,no,no
Urbano,62,Hombre,7,2,5,No sabe,10,7,Católico,13,Diariamente,2,A Favor,SÃO PAULO,no,yes,no
Urbano,18,Hombre,7,7,6,No Aplica,1,10,No sabe,1,Diariamente,10,En contra,RIO DE JANEIRO,no,no,no
Urbano,24,Mujer,5,3,4,Fernando Haddad (PT),1,11,Católico,5,Nunca,6,A Favor,ARAXÁ,NA,NA,NA
Urbano,23,Hombre,2,1,6,Jair Bolsonaro (PSL),1,11,Agnóstico o ateo (no cree en Dios),13,Diariamente,5,A Favor,PINHEIRAL,no,no,no
Urbano,27,Mujer,6,3,6,Ninguno (fue a votar pero dejó la boleta en blanco),3,11,Católico,15,Diariamente,9,En contra,JANDIRA,no,yes,no
Urbano,60,Hombre,5,1,5,Fernando Haddad (PT),4,8,Católico,10,Diariamente,10,En contra,SÃO PAULO,no,no,no
Urbano,50,Hombre,7,1,4,No Aplica,1,8,Católico,12,Diariamente,10,A Favor,EMBU,yes,no,no
Urbano,40,Mujer,6,1,5,Jair Bolsonaro (PSL),5,11,Católico,6,Algunas veces a la semana,1,A Favor,SÃO PAULO,no,no,no
Urbano,17,Mujer,7,1,4,No Aplica,3,8,"Protestante, Protestante Tradicional o Protestante no Evangélico",1,Algunas veces a la semana,1,En contra,BELFORD ROXO,no,no,no
Urbano,47,Mujer,2,1,4,Fernando Haddad (PT),5,17,Católico,13,Diariamente,10,En contra,VÁRZEA DA PALMA,no,no,no
Urbano,28,Hombre,7,1,6,Jair Bolsonaro (PSL),4,9,Evangélica y Pentecostal,8,Diariamente,10,En contra,DUQUE DE CAXIAS,no,no,no
Urbano,21,Hombre,7,1,1,Jair Bolsonaro (PSL),1,11,Católico,NA,Diariamente,10,A Favor,VÁRZEA DA PALMA,no,no,no
Urbano,67,Hombre,6,7,4,Jair Bolsonaro (PSL),2,8,Católico,14,Diariamente,9,A Favor,SÃO JOSÉ DOS CAMPOS,no,yes,no
Urbano,44,Hombre,3,1,4,Jair Bolsonaro (PSL),1,8,Católico,13,Diariamente,10,A Favor,GUARULHOS,yes,no,no
Urbano,36,Mujer,5,5,7,Cabo Daciolo (PATRI),5,11,Evangélica y Pentecostal,11,Diariamente,4,En contra,PINHEIRAL,no,no,no
Urbano,31,Mujer,7,1,4,Jair Bolsonaro (PSL),1,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",12,Diariamente,1,En contra,SÃO PAULO,no,no,no
Urbano,46,Hombre,4,2,4,Jair Bolsonaro (PSL),2,11,"Protestante, Protestante Tradicional o Protestante no Evangélico",12,Diariamente,3,En contra,SÃO PAULO,yes,no,no
Urbano,28,Mujer,5,4,6,Fernando Haddad (PT),10,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),6,Diariamente,8,En contra,PINHEIRAL,no,yes,no
Urbano,33,Hombre,6,1,1,Fernando Haddad (PT),1,6,"Protestante, Protestante Tradicional o Protestante no Evangélico",4,Diariamente,1,No responde,GUARULHOS,no,yes,no
Urbano,69,Hombre,6,3,4,No responde,8,4,Espírita Kardecista,10,Diariamente,1,En contra,SÃO BERNARDO DO CAMPO,no,no,no
Urbano,18,Mujer,7,NA,NA,No Aplica,1,9,Católico,1,Diariamente,5,A Favor,POUSO ALEGRE,no,no,no
Urbano,39,Hombre,4,1,5,Jair Bolsonaro (PSL),1,11,Católico,8,Diariamente,10,A Favor,CARAPICUÍBA,yes,no,no
Urbano,41,Hombre,5,1,4,Jair Bolsonaro (PSL),2,11,Evangélica y Pentecostal,6,Algunas veces a la semana,6,A Favor,BELO HORIZONTE,no,no,no
Urbano,41,Mujer,5,2,4,Fernando Haddad (PT),5,11,Católico,14,Diariamente,7,A Favor,RIO DE JANEIRO,no,no,no
Urbano,16,Hombre,7,4,5,No Aplica,4,8,Católico,3,Algunas veces al año,9,En contra,INDAIATUBA,NA,NA,NA
Urbano,42,Hombre,5,1,6,Jair Bolsonaro (PSL),1,11,Católico,8,Diariamente,5,En contra,JOÃO PINHEIRO,yes,no,no
Urbano,24,Mujer,6,3,5,Ninguno (fue a votar pero dejó la boleta en blanco),5,15,Católico,12,Diariamente,9,No sabe,SÃO PAULO,no,yes,no
Urbano,43,Mujer,5,1,5,No responde,5,6,Católico,8,Algunas veces a la semana,6,A Favor,PINDAMONHANGABA,no,no,no
Urbano,54,Mujer,4,5,5,No responde,5,11,Católico,4,Algunas veces a la semana,1,En contra,SÃO PAULO,yes,no,no
Urbano,35,Mujer,6,4,7,Fernando Haddad (PT),8,5,Evangélica y Pentecostal,2,Diariamente,1,En contra,IBATIBA,no,yes,no
Rural,43,Hombre,6,4,4,Jair Bolsonaro (PSL),1,7,Católico,12,Algunas veces a la semana,1,En contra,OURO FINO,NA,NA,NA
Urbano,25,Mujer,1,1,7,No Aplica,1,15,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),15,Nunca,5,En contra,RIO DE JANEIRO,no,no,no
Urbano,50,Hombre,7,1,6,Jair Bolsonaro (PSL),5,7,Evangélica y Pentecostal,10,Diariamente,1,En contra,BELFORD ROXO,no,no,no
Urbano,37,Hombre,1,1,1,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,16,Diariamente,NA,A Favor,RIO DE JANEIRO,yes,no,no
Urbano,45,Hombre,5,2,3,No sabe,3,3,Evangélica y Pentecostal,4,Algunas veces a la semana,2,A Favor,SOBRÁLIA,no,no,no
Urbano,53,Mujer,7,4,5,No Aplica,5,4,Evangélica y Pentecostal,6,Diariamente,1,A Favor,SÃO PEDRO DA ALDEIA,no,yes,no
Urbano,30,Hombre,6,2,4,Jair Bolsonaro (PSL),1,11,Ninguna (Cree en un Ser Superior pero no pertenece a ninguna religión),13,Diariamente,10,En contra,RIO DE JANEIRO,no,no,no
Rural,45,Mujer,4,3,4,Jair Bolsonaro (PSL),1,4,Católico,10,Diariamente,1,A Favor,OURO FINO,no,no,no
Urbano,16,Mujer,1,2,1,No Aplica,8,10,Católico,2,Diariamente,10,En contra,SÃO PAULO,yes,no,no
Urbano,21,Mujer,2,2,3,Jair Bolsonaro (PSL),1,11,Católico,10,Diariamente,10,En contra,CARAPICUÍBA,no,no,no
Urbano,27,Mujer,5,1,NA,No Aplica,10,10,Espírita Kardecista,10,Diariamente,10,A Favor,SÃO PAULO,no,no,no
Urbano,32,Mujer,1,1,3,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,10,A Favor,ARAXÁ,no,no,no
Urbano,56,Hombre,6,3,5,Ciro Gomes (PDT),1,8,Católico,8,Diariamente,10,En contra,JANDIRA,no,yes,no
Urbano,27,Hombre,6,1,3,Jair Bolsonaro (PSL),1,12,Católico,12,Diariamente,10,No responde,SÃO JOSÉ DOS CAMPOS,no,no,no
Urbano,57,Mujer,7,1,7,Jair Bolsonaro (PSL),1,11,Evangélica y Pentecostal,10,Diariamente,10,En contra,QUEIMADOS,yes,no,no
Urbano,50,Mujer,7,4,5,Jair Bolsonaro (PSL),1,11,Católico,14,Diariamente,8,A Favor,SÃO PAULO,yes,no,no
Urbano,46,Hombre,5,1,5,Jair Bolsonaro (PSL),1,10,Católico,14,Diariamente,10,A Favor,PINDAMONHANGABA,yes,no,no
Urbano,54,Hombre,1,1,5,Fernando Haddad (PT),1,11,Católico,16,Diariamente,10,A Favor,BELO HORIZONTE,no,no,no
Urbano,56,Hombre,5,4,7,Jair Bolsonaro (PSL),1,10,Católico,8,Diariamente,6,En contra,DUQUE DE CAXIAS,no,yes,no
